,0
2284,neutral
2285,neutral
2286,positive
2287,positive
2288,neutral
2289,positive
2290,neutral
2291,neutral
2292,positive
2293,positive
2294,positive
2295,negative
2296,positive
2297,positive
2298,positive
2299,negative
2300,positive
2301,positive
2302,neutral
2303,positive
2304,positive
2305,positive
2306,neutral
2307,neutral
2308,positive
2309,negative
2310,neutral
2311,neutral
2312,neutral
2313,neutral
2314,positive
2315,neutral
2316,positive
2317,positive
2318,positive
2319,neutral
2320,neutral
2321,neutral
2322,neutral
2323,neutral
2324,neutral
2325,neutral
2326,neutral
2327,neutral
2328,neutral
2329,neutral
2330,neutral
2331,neutral
2332,neutral
2333,neutral
2334,neutral
2335,neutral
2336,neutral
2337,neutral
2338,neutral
2339,neutral
2340,neutral
2341,positive
2342,neutral
2343,neutral
2344,neutral
2345,neutral
2346,neutral
2347,neutral
2348,neutral
2349,neutral
2350,neutral
2351,neutral
2352,positive
2353,positive
2354,positive
2355,neutral
2356,neutral
2357,neutral
2358,neutral
2359,neutral
2360,positive
2361,neutral
2362,neutral
2363,neutral
2364,neutral
2365,neutral
2366,neutral
2367,positive
2368,neutral
2369,neutral
2370,neutral
2371,neutral
2372,neutral
2373,neutral
2374,negative
2375,neutral
2376,neutral
2377,negative
2378,neutral
2379,neutral
2380,neutral
2381,neutral
2382,neutral
2383,neutral
2384,neutral
2385,neutral
2386,positive
2387,neutral
2388,neutral
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,neutral
2396,neutral
2397,neutral
2398,neutral
2399,neutral
2400,neutral
2401,neutral
2402,neutral
2403,neutral
2404,neutral
2405,neutral
2406,neutral
2407,neutral
2408,neutral
2409,positive
2410,neutral
2411,neutral
2412,positive
2413,neutral
2414,neutral
2415,neutral
2416,neutral
2417,neutral
2418,neutral
2419,neutral
2420,negative
2421,neutral
2422,neutral
2423,neutral
2424,negative
2425,neutral
2426,neutral
2427,neutral
2428,neutral
2429,neutral
2430,neutral
2431,neutral
2432,neutral
2433,neutral
2434,neutral
2435,neutral
2436,neutral
2437,neutral
2438,neutral
2439,neutral
2440,neutral
2441,neutral
2442,neutral
2443,neutral
2444,neutral
2445,neutral
2446,neutral
2447,neutral
2448,neutral
2449,neutral
2450,negative
2451,neutral
2452,neutral
2453,neutral
2454,positive
2455,neutral
2456,positive
2457,neutral
2458,neutral
2459,neutral
2460,neutral
2461,neutral
2462,positive
2463,neutral
2464,neutral
2465,neutral
2466,neutral
2467,neutral
2468,neutral
2469,positive
2470,neutral
2471,neutral
2472,neutral
2473,positive
2474,neutral
2475,neutral
2476,neutral
2477,neutral
2478,neutral
2479,neutral
2480,neutral
2481,neutral
2482,neutral
2483,neutral
2484,neutral
2485,neutral
2486,neutral
2487,neutral
2488,positive
2489,neutral
2490,neutral
2491,neutral
2492,neutral
2493,neutral
2494,neutral
2495,neutral
2496,neutral
2497,neutral
2498,neutral
2499,neutral
2500,neutral
2501,neutral
2502,neutral
2503,neutral
2504,neutral
2505,neutral
2506,neutral
2507,neutral
2508,neutral
2509,neutral
2510,neutral
2511,positive
2512,neutral
2513,neutral
2514,neutral
2515,neutral
2516,negative
2517,neutral
2518,neutral
2519,neutral
2520,neutral
2521,neutral
2522,neutral
2523,neutral
2524,neutral
2525,neutral
2526,neutral
2527,neutral
2528,neutral
2529,neutral
2530,neutral
2531,neutral
2532,neutral
2533,positive
2534,positive
2535,neutral
2536,neutral
2537,neutral
2538,positive
2539,neutral
2540,neutral
2541,neutral
2542,neutral
2543,neutral
2544,neutral
2545,neutral
2546,neutral
2547,neutral
2548,neutral
2549,neutral
2550,neutral
2551,neutral
2552,neutral
2553,neutral
2554,neutral
2555,neutral
2556,neutral
2557,neutral
2558,neutral
2559,neutral
2560,neutral
2561,neutral
2562,neutral
2563,positive
2564,neutral
2565,neutral
2566,neutral
2567,neutral
2568,positive
2569,neutral
2570,neutral
2571,neutral
2572,neutral
2573,neutral
2574,neutral
2575,neutral
2576,neutral
2577,neutral
2578,neutral
2579,neutral
2580,neutral
2581,neutral
2582,positive
2583,neutral
2584,neutral
2585,neutral
2586,neutral
2587,neutral
2588,neutral
2589,neutral
2590,neutral
2591,neutral
2592,neutral
2593,negative
2594,neutral
2595,neutral
2596,neutral
2597,neutral
2598,neutral
2599,neutral
2600,neutral
2601,neutral
2602,neutral
2603,neutral
2604,neutral
2605,neutral
2606,neutral
2607,neutral
2608,neutral
2609,neutral
2610,neutral
2611,neutral
2612,neutral
2613,neutral
2614,neutral
2615,neutral
2616,neutral
2617,positive
2618,neutral
2619,neutral
2620,neutral
2621,neutral
2622,neutral
2623,neutral
2624,neutral
2625,neutral
2626,neutral
2627,neutral
2628,neutral
2629,neutral
2630,neutral
2631,neutral
2632,neutral
2633,neutral
2634,neutral
2635,neutral
2636,neutral
2637,neutral
2638,neutral
2639,neutral
2640,positive
2641,neutral
2642,negative
2643,neutral
2644,negative
2645,neutral
2646,negative
2647,neutral
2648,neutral
2649,neutral
2650,neutral
2651,positive
2652,neutral
2653,neutral
2654,neutral
2655,neutral
2656,neutral
2657,neutral
2658,neutral
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,neutral
2664,neutral
2665,neutral
2666,neutral
2667,neutral
2668,neutral
2669,neutral
2670,neutral
2671,neutral
2672,positive
2673,neutral
2674,neutral
2675,neutral
2676,neutral
2677,neutral
2678,neutral
2679,neutral
2680,neutral
2681,neutral
2682,neutral
2683,neutral
2684,neutral
2685,neutral
2686,neutral
2687,neutral
2688,neutral
2689,neutral
2690,neutral
2691,neutral
2692,neutral
2693,neutral
2694,neutral
2695,neutral
2696,neutral
2697,neutral
2698,neutral
2699,neutral
2700,neutral
2701,positive
2702,neutral
2703,neutral
2704,neutral
2705,neutral
2706,neutral
2707,neutral
2708,neutral
2709,neutral
2710,neutral
2711,neutral
2712,neutral
2713,positive
2714,neutral
2715,positive
2716,neutral
2717,neutral
2718,neutral
2719,neutral
2720,neutral
2721,neutral
2722,neutral
2723,positive
2724,neutral
2725,neutral
2726,neutral
2727,neutral
2728,positive
2729,positive
2730,neutral
2731,negative
2732,positive
2733,neutral
2734,neutral
2735,neutral
2736,neutral
2737,neutral
2738,neutral
2739,neutral
2740,neutral
2741,neutral
2742,positive
2743,neutral
2744,neutral
2745,neutral
2746,neutral
2747,neutral
2748,neutral
2749,neutral
2750,positive
2751,positive
2752,neutral
2753,neutral
2754,neutral
2755,negative
2756,negative
2757,neutral
2758,neutral
2759,neutral
2760,positive
2761,neutral
2762,neutral
2763,neutral
2764,neutral
2765,neutral
2766,neutral
2767,neutral
2768,negative
2769,neutral
2770,neutral
2771,neutral
2772,neutral
2773,neutral
2774,neutral
2775,neutral
2776,neutral
2777,neutral
2778,neutral
2779,neutral
2780,neutral
2781,neutral
2782,positive
2783,neutral
2784,neutral
2785,neutral
2786,neutral
2787,neutral
2788,neutral
2789,neutral
2790,neutral
2791,neutral
2792,neutral
2793,neutral
2794,neutral
2795,neutral
2796,neutral
2797,neutral
2798,neutral
2799,neutral
2800,neutral
2801,neutral
2802,neutral
2803,positive
2804,neutral
2805,neutral
2806,neutral
2807,neutral
2808,neutral
2809,negative
2810,negative
2811,negative
2812,negative
2813,neutral
2814,neutral
2815,neutral
2816,neutral
2817,neutral
2818,neutral
2819,neutral
2820,neutral
2821,neutral
2822,neutral
2823,neutral
2824,neutral
2825,neutral
2826,neutral
2827,neutral
2828,neutral
2829,neutral
2830,neutral
2831,neutral
2832,positive
2833,neutral
2834,neutral
2835,neutral
2836,neutral
2837,positive
2838,neutral
2839,neutral
2840,neutral
2841,neutral
2842,neutral
2843,neutral
2844,neutral
2845,neutral
2846,neutral
2847,neutral
2848,neutral
2849,neutral
2850,neutral
2851,neutral
2852,neutral
2853,neutral
2854,neutral
2855,neutral
2856,neutral
2857,neutral
2858,neutral
2859,neutral
2860,neutral
2861,positive
2862,neutral
2863,neutral
2864,neutral
2865,neutral
2866,neutral
2867,neutral
2868,neutral
2869,neutral
2870,neutral
2871,positive
2872,negative
2873,neutral
2874,negative
2875,neutral
2876,neutral
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,neutral
2883,neutral
2884,neutral
2885,neutral
2886,neutral
2887,neutral
2888,neutral
2889,neutral
2890,neutral
2891,neutral
2892,neutral
2893,neutral
2894,neutral
2895,neutral
2896,neutral
2897,neutral
2898,neutral
2899,positive
2900,neutral
2901,neutral
2902,neutral
2903,positive
2904,positive
2905,neutral
2906,neutral
2907,neutral
2908,neutral
2909,neutral
2910,neutral
2911,neutral
2912,neutral
2913,neutral
2914,neutral
2915,neutral
2916,neutral
2917,neutral
2918,neutral
2919,neutral
2920,neutral
2921,neutral
2922,neutral
2923,neutral
2924,neutral
2925,neutral
2926,neutral
2927,neutral
2928,neutral
2929,neutral
2930,neutral
2931,positive
2932,neutral
2933,neutral
2934,neutral
2935,negative
2936,neutral
2937,neutral
2938,neutral
2939,neutral
2940,neutral
2941,neutral
2942,neutral
2943,neutral
2944,neutral
2945,neutral
2946,neutral
2947,neutral
2948,neutral
2949,neutral
2950,neutral
2951,negative
2952,neutral
2953,neutral
2954,positive
2955,neutral
2956,neutral
2957,positive
2958,neutral
2959,neutral
2960,neutral
2961,neutral
2962,neutral
2963,neutral
2964,neutral
2965,neutral
2966,neutral
2967,neutral
2968,neutral
2969,neutral
2970,neutral
2971,neutral
2972,neutral
2973,neutral
2974,neutral
2975,neutral
2976,neutral
2977,neutral
2978,neutral
2979,neutral
2980,neutral
2981,neutral
2982,positive
2983,neutral
2984,neutral
2985,neutral
2986,neutral
2987,neutral
2988,neutral
2989,neutral
2990,neutral
2991,neutral
2992,neutral
2993,neutral
2994,neutral
2995,neutral
2996,positive
2997,positive
2998,neutral
2999,neutral
3000,positive
3001,neutral
3002,neutral
3003,neutral
3004,neutral
3005,neutral
3006,neutral
3007,neutral
3008,neutral
3009,neutral
3010,neutral
3011,neutral
3012,neutral
3013,positive
3014,neutral
3015,negative
3016,neutral
3017,neutral
3018,neutral
3019,neutral
3020,neutral
3021,neutral
3022,neutral
3023,neutral
3024,neutral
3025,neutral
3026,neutral
3027,neutral
3028,neutral
3029,negative
3030,neutral
3031,neutral
3032,neutral
3033,positive
3034,negative
3035,neutral
3036,neutral
3037,neutral
3038,neutral
3039,neutral
3040,neutral
3041,negative
3042,neutral
3043,neutral
3044,neutral
3045,neutral
3046,neutral
3047,neutral
3048,neutral
3049,neutral
3050,neutral
3051,neutral
3052,neutral
3053,neutral
3054,neutral
3055,neutral
3056,neutral
3057,neutral
3058,neutral
3059,neutral
3060,neutral
3061,neutral
3062,neutral
3063,neutral
3064,neutral
3065,neutral
3066,neutral
3067,neutral
3068,neutral
3069,neutral
3070,neutral
3071,neutral
3072,neutral
3073,neutral
3074,neutral
3075,neutral
3076,positive
3077,neutral
3078,neutral
3079,neutral
3080,neutral
3081,neutral
3082,neutral
3083,neutral
3084,neutral
3085,neutral
3086,neutral
3087,neutral
3088,neutral
3089,neutral
3090,neutral
3091,neutral
3092,neutral
3093,neutral
3094,neutral
3095,neutral
3096,neutral
3097,neutral
3098,neutral
3099,neutral
3100,neutral
3101,neutral
3102,neutral
3103,neutral
3104,neutral
3105,neutral
3106,neutral
3107,neutral
3108,neutral
3109,neutral
3110,neutral
3111,neutral
3112,neutral
3113,neutral
3114,neutral
3115,neutral
3116,neutral
3117,neutral
3118,positive
3119,neutral
3120,neutral
3121,positive
3122,positive
3123,neutral
3124,neutral
3125,neutral
3126,neutral
3127,neutral
3128,neutral
3129,positive
3130,neutral
3131,neutral
3132,neutral
3133,neutral
3134,neutral
3135,neutral
3136,neutral
3137,neutral
3138,neutral
3139,neutral
3140,neutral
3141,neutral
3142,neutral
3143,neutral
3144,neutral
3145,neutral
3146,neutral
3147,positive
3148,negative
3149,neutral
3150,neutral
3151,neutral
3152,neutral
3153,neutral
3154,neutral
3155,neutral
3156,neutral
3157,neutral
3158,neutral
3159,positive
3160,neutral
3161,neutral
3162,neutral
3163,neutral
3164,neutral
3165,neutral
3166,neutral
3167,neutral
3168,neutral
3169,neutral
3170,neutral
3171,neutral
3172,neutral
3173,neutral
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,neutral
3179,neutral
3180,neutral
3181,neutral
3182,neutral
3183,neutral
3184,neutral
3185,neutral
3186,neutral
3187,neutral
3188,neutral
3189,neutral
3190,neutral
3191,neutral
3192,neutral
3193,neutral
3194,neutral
3195,neutral
3196,positive
3197,neutral
3198,neutral
3199,neutral
3200,neutral
3201,neutral
3202,neutral
3203,neutral
3204,neutral
3205,neutral
3206,neutral
3207,neutral
3208,neutral
3209,neutral
3210,neutral
3211,neutral
3212,positive
3213,neutral
3214,neutral
3215,neutral
3216,neutral
3217,neutral
3218,neutral
3219,neutral
3220,neutral
3221,neutral
3222,neutral
3223,neutral
3224,negative
3225,negative
3226,neutral
3227,neutral
3228,neutral
3229,neutral
3230,neutral
3231,positive
3232,neutral
3233,neutral
3234,neutral
3235,negative
3236,neutral
3237,neutral
3238,neutral
3239,neutral
3240,neutral
3241,neutral
3242,neutral
3243,neutral
3244,neutral
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,neutral
3251,neutral
3252,neutral
3253,neutral
3254,neutral
3255,positive
3256,neutral
3257,neutral
3258,neutral
3259,neutral
3260,neutral
3261,neutral
3262,neutral
3263,neutral
3264,neutral
3265,neutral
3266,neutral
3267,neutral
3268,neutral
3269,neutral
3270,neutral
3271,neutral
3272,neutral
3273,neutral
3274,neutral
3275,neutral
3276,neutral
3277,neutral
3278,neutral
3279,neutral
3280,neutral
3281,neutral
3282,neutral
3283,neutral
3284,neutral
3285,neutral
3286,neutral
3287,neutral
3288,neutral
3289,negative
3290,neutral
3291,neutral
3292,neutral
3293,neutral
3294,neutral
3295,neutral
3296,neutral
3297,neutral
3298,neutral
3299,neutral
3300,neutral
3301,negative
3302,neutral
3303,neutral
3304,neutral
3305,neutral
3306,neutral
3307,neutral
3308,neutral
3309,neutral
3310,positive
3311,neutral
3312,neutral
3313,neutral
3314,neutral
3315,neutral
3316,neutral
3317,neutral
3318,neutral
3319,neutral
3320,neutral
3321,neutral
3322,neutral
3323,neutral
3324,neutral
3325,neutral
3326,neutral
3327,neutral
3328,neutral
3329,neutral
3330,neutral
3331,neutral
3332,positive
3333,neutral
3334,neutral
3335,neutral
3336,neutral
3337,neutral
3338,neutral
3339,neutral
3340,neutral
3341,neutral
3342,neutral
3343,neutral
3344,positive
3345,neutral
3346,neutral
3347,neutral
3348,neutral
3349,neutral
3350,neutral
3351,neutral
3352,neutral
3353,neutral
3354,neutral
3355,neutral
3356,neutral
3357,neutral
3358,neutral
3359,neutral
3360,neutral
3361,neutral
3362,neutral
3363,neutral
3364,neutral
3365,neutral
3366,neutral
3367,neutral
3368,neutral
3369,neutral
3370,neutral
3371,neutral
3372,neutral
3373,neutral
3374,neutral
3375,neutral
3376,neutral
3377,neutral
3378,neutral
3379,neutral
3380,neutral
3381,neutral
3382,positive
3383,neutral
3384,neutral
3385,neutral
3386,neutral
3387,neutral
3388,neutral
3389,neutral
3390,neutral
3391,neutral
3392,neutral
3393,neutral
3394,neutral
3395,neutral
3396,neutral
3397,neutral
3398,neutral
3399,neutral
3400,neutral
3401,neutral
3402,neutral
3403,neutral
3404,neutral
3405,neutral
3406,neutral
3407,positive
3408,neutral
3409,neutral
3410,neutral
3411,neutral
3412,neutral
3413,neutral
3414,neutral
3415,neutral
3416,neutral
3417,neutral
3418,neutral
3419,neutral
3420,neutral
3421,neutral
3422,neutral
3423,neutral
3424,neutral
3425,neutral
3426,neutral
3427,neutral
3428,neutral
3429,neutral
3430,positive
3431,neutral
3432,neutral
3433,neutral
3434,neutral
3435,neutral
3436,positive
3437,neutral
3438,neutral
3439,neutral
3440,neutral
3441,neutral
3442,neutral
3443,neutral
3444,neutral
3445,positive
3446,neutral
3447,neutral
3448,neutral
3449,neutral
3450,neutral
3451,neutral
3452,neutral
3453,neutral
3454,neutral
3455,neutral
3456,neutral
3457,neutral
3458,neutral
3459,neutral
3460,neutral
3461,neutral
3462,neutral
3463,neutral
3464,neutral
3465,neutral
3466,neutral
3467,neutral
3468,neutral
3469,neutral
3470,positive
3471,neutral
3472,neutral
3473,neutral
3474,neutral
3475,neutral
3476,neutral
3477,positive
3478,neutral
3479,neutral
3480,neutral
3481,neutral
3482,neutral
3483,neutral
3484,neutral
3485,positive
3486,neutral
3487,neutral
3488,neutral
3489,neutral
3490,neutral
3491,neutral
3492,positive
3493,neutral
3494,neutral
3495,neutral
3496,negative
3497,neutral
3498,neutral
3499,neutral
3500,positive
3501,neutral
3502,neutral
3503,neutral
3504,neutral
3505,neutral
3506,neutral
3507,neutral
3508,positive
3509,neutral
3510,neutral
3511,neutral
3512,neutral
3513,neutral
3514,neutral
3515,neutral
3516,neutral
3517,neutral
3518,neutral
3519,neutral
3520,neutral
3521,neutral
3522,neutral
3523,neutral
3524,neutral
3525,negative
3526,neutral
3527,neutral
3528,negative
3529,neutral
3530,neutral
3531,neutral
3532,negative
3533,negative
3534,neutral
3535,neutral
3536,neutral
3537,neutral
3538,neutral
3539,neutral
3540,neutral
3541,neutral
3542,positive
3543,negative
3544,neutral
3545,positive
3546,neutral
3547,neutral
3548,neutral
3549,neutral
3550,neutral
3551,neutral
3552,neutral
3553,neutral
3554,neutral
3555,positive
3556,neutral
3557,positive
3558,neutral
3559,neutral
3560,neutral
3561,neutral
3562,neutral
3563,neutral
3564,neutral
3565,neutral
3566,neutral
3567,neutral
3568,positive
3569,neutral
3570,neutral
3571,neutral
3572,negative
3573,negative
3574,neutral
3575,neutral
3576,neutral
3577,neutral
3578,neutral
3579,positive
3580,neutral
3581,neutral
3582,neutral
3583,neutral
3584,negative
3585,positive
3586,neutral
3587,neutral
3588,neutral
3589,neutral
3590,neutral
3591,neutral
3592,neutral
3593,neutral
3594,neutral
3595,neutral
3596,neutral
3597,neutral
3598,neutral
3599,neutral
3600,neutral
3601,neutral
3602,neutral
3603,negative
3604,neutral
3605,neutral
3606,positive
3607,positive
3608,neutral
3609,neutral
3610,neutral
3611,neutral
3612,neutral
3613,neutral
3614,neutral
3615,neutral
3616,negative
3617,neutral
3618,neutral
3619,positive
3620,neutral
3621,neutral
3622,neutral
3623,neutral
3624,neutral
3625,positive
3626,neutral
3627,neutral
3628,positive
3629,negative
3630,neutral
3631,neutral
3632,neutral
3633,negative
3634,neutral
3635,negative
3636,neutral
3637,neutral
3638,positive
3639,neutral
3640,neutral
3641,positive
3642,positive
3643,neutral
3644,neutral
3645,neutral
3646,neutral
3647,neutral
3648,neutral
3649,neutral
3650,positive
3651,neutral
3652,neutral
3653,negative
3654,neutral
3655,neutral
3656,neutral
3657,neutral
3658,neutral
3659,neutral
3660,neutral
3661,neutral
3662,neutral
3663,positive
3664,neutral
3665,neutral
3666,neutral
3667,neutral
3668,neutral
3669,neutral
3670,neutral
3671,neutral
3672,neutral
3673,neutral
3674,neutral
3675,neutral
3676,neutral
3677,neutral
3678,neutral
3679,neutral
3680,neutral
3681,neutral
3682,neutral
3683,neutral
3684,neutral
3685,neutral
3686,neutral
3687,positive
3688,neutral
3689,neutral
3690,neutral
3691,neutral
3692,neutral
3693,neutral
3694,neutral
3695,neutral
3696,neutral
3697,neutral
3698,neutral
3699,negative
3700,neutral
3701,neutral
3702,neutral
3703,positive
3704,neutral
3705,neutral
3706,neutral
3707,neutral
3708,neutral
3709,neutral
3710,neutral
3711,neutral
3712,neutral
3713,neutral
3714,neutral
3715,neutral
3716,neutral
3717,negative
3718,neutral
3719,neutral
3720,neutral
3721,neutral
3722,neutral
3723,neutral
3724,negative
3725,neutral
3726,neutral
3727,neutral
3728,neutral
3729,neutral
3730,neutral
3731,neutral
3732,neutral
3733,neutral
3734,neutral
3735,neutral
3736,neutral
3737,neutral
3738,neutral
3739,neutral
3740,neutral
3741,neutral
3742,positive
3743,neutral
3744,neutral
3745,neutral
3746,neutral
3747,neutral
3748,positive
3749,neutral
3750,neutral
3751,neutral
3752,neutral
3753,neutral
3754,neutral
3755,neutral
3756,neutral
3757,neutral
3758,neutral
3759,neutral
3760,neutral
3761,neutral
3762,positive
3763,neutral
3764,neutral
3765,positive
3766,neutral
3767,neutral
3768,neutral
3769,neutral
3770,neutral
3771,neutral
3772,neutral
3773,neutral
3774,neutral
3775,neutral
3776,neutral
3777,neutral
3778,neutral
3779,neutral
3780,neutral
3781,neutral
3782,neutral
3783,neutral
3784,neutral
3785,neutral
3786,neutral
3787,neutral
3788,neutral
3789,neutral
3790,negative
3791,neutral
3792,positive
3793,neutral
3794,neutral
3795,positive
3796,neutral
3797,neutral
3798,neutral
3799,neutral
3800,neutral
3801,neutral
3802,neutral
3803,neutral
3804,neutral
3805,positive
3806,neutral
3807,neutral
3808,neutral
3809,positive
3810,neutral
3811,neutral
3812,neutral
3813,neutral
3814,neutral
3815,neutral
3816,neutral
3817,neutral
3818,neutral
3819,neutral
3820,neutral
3821,neutral
3822,neutral
3823,neutral
3824,neutral
3825,neutral
3826,neutral
3827,neutral
3828,neutral
3829,neutral
3830,neutral
3831,neutral
3832,neutral
3833,positive
3834,neutral
3835,negative
3836,neutral
3837,neutral
3838,neutral
3839,neutral
3840,neutral
3841,neutral
3842,neutral
3843,neutral
3844,neutral
3845,neutral
3846,neutral
3847,neutral
3848,neutral
3849,neutral
3850,neutral
3851,neutral
3852,neutral
3853,neutral
3854,neutral
3855,neutral
3856,neutral
3857,neutral
3858,neutral
3859,neutral
3860,neutral
3861,neutral
3862,neutral
3863,neutral
3864,neutral
3865,neutral
3866,neutral
3867,neutral
3868,neutral
3869,neutral
3870,positive
3871,neutral
3872,positive
3873,neutral
3874,neutral
3875,neutral
3876,neutral
3877,neutral
3878,neutral
3879,neutral
3880,neutral
3881,neutral
3882,neutral
3883,neutral
3884,neutral
3885,neutral
3886,neutral
3887,neutral
3888,neutral
3889,neutral
3890,neutral
3891,neutral
3892,neutral
3893,positive
3894,neutral
3895,neutral
3896,neutral
3897,neutral
3898,neutral
3899,neutral
3900,neutral
3901,neutral
3902,neutral
3903,neutral
3904,neutral
3905,neutral
3906,neutral
3907,neutral
3908,neutral
3909,neutral
3910,neutral
3911,neutral
3912,neutral
3913,neutral
3914,neutral
3915,neutral
3916,neutral
3917,neutral
3918,neutral
3919,neutral
3920,neutral
3921,neutral
3922,neutral
3923,neutral
3924,neutral
3925,neutral
3926,neutral
3927,neutral
3928,neutral
3929,neutral
3930,neutral
3931,neutral
3932,neutral
3933,neutral
3934,neutral
3935,neutral
3936,neutral
3937,neutral
3938,neutral
3939,neutral
3940,neutral
3941,neutral
3942,neutral
3943,neutral
3944,neutral
3945,neutral
3946,neutral
3947,neutral
3948,neutral
3949,positive
3950,neutral
3951,neutral
3952,positive
3953,neutral
3954,neutral
3955,neutral
3956,neutral
3957,neutral
3958,neutral
3959,neutral
3960,positive
3961,neutral
3962,neutral
3963,neutral
3964,neutral
3965,neutral
3966,neutral
3967,neutral
3968,neutral
3969,neutral
3970,neutral
3971,neutral
3972,neutral
3973,neutral
3974,neutral
3975,neutral
3976,neutral
3977,neutral
3978,neutral
3979,neutral
3980,neutral
3981,neutral
3982,neutral
3983,positive
3984,neutral
3985,neutral
3986,neutral
3987,neutral
3988,positive
3989,negative
3990,negative
3991,neutral
3992,positive
3993,negative
3994,negative
3995,neutral
3996,negative
3997,neutral
3998,negative
3999,neutral
4000,negative
4001,neutral
4002,negative
4003,neutral
4004,negative
4005,negative
4006,negative
4007,neutral
4008,negative
4009,neutral
4010,neutral
4011,positive
4012,negative
4013,negative
4014,positive
4015,neutral
4016,negative
4017,negative
4018,neutral
4019,negative
4020,negative
4021,neutral
4022,negative
4023,neutral
4024,negative
4025,neutral
4026,negative
4027,negative
4028,negative
4029,positive
4030,neutral
4031,neutral
4032,negative
4033,negative
4034,negative
4035,negative
4036,negative
4037,negative
4038,negative
4039,negative
4040,negative
4041,negative
4042,positive
4043,negative
4044,positive
4045,negative
4046,neutral
4047,positive
4048,negative
4049,neutral
4050,negative
4051,negative
4052,neutral
4053,negative
4054,negative
4055,negative
4056,negative
4057,negative
4058,neutral
4059,positive
4060,neutral
4061,negative
4062,neutral
4063,negative
4064,negative
4065,negative
4066,positive
4067,negative
4068,negative
4069,negative
4070,negative
4071,neutral
4072,neutral
4073,negative
4074,negative
4075,neutral
4076,positive
4077,negative
4078,negative
4079,positive
4080,positive
4081,positive
4082,positive
4083,neutral
4084,neutral
4085,positive
4086,neutral
4087,neutral
4088,neutral
4089,positive
4090,neutral
4091,neutral
4092,negative
4093,negative
4094,negative
4095,negative
4096,positive
4097,neutral
4098,negative
4099,negative
4100,neutral
4101,neutral
4102,neutral
4103,neutral
4104,neutral
4105,negative
4106,negative
4107,neutral
4108,negative
4109,neutral
4110,neutral
4111,neutral
4112,neutral
4113,neutral
4114,negative
4115,negative
4116,neutral
4117,neutral
4118,neutral
4119,neutral
4120,neutral
4121,neutral
4122,neutral
4123,neutral
4124,neutral
4125,neutral
4126,neutral
4127,negative
4128,neutral
4129,neutral
4130,neutral
4131,negative
4132,neutral
4133,neutral
4134,neutral
4135,neutral
4136,negative
4137,neutral
4138,neutral
4139,neutral
4140,neutral
4141,neutral
4142,neutral
4143,neutral
4144,positive
4145,neutral
4146,neutral
4147,neutral
4148,neutral
4149,neutral
4150,neutral
4151,neutral
4152,negative
4153,negative
4154,negative
4155,neutral
4156,positive
4157,negative
4158,neutral
4159,neutral
4160,neutral
4161,neutral
4162,neutral
4163,neutral
4164,neutral
4165,neutral
4166,neutral
4167,neutral
4168,neutral
4169,neutral
4170,neutral
4171,neutral
4172,negative
4173,negative
4174,neutral
4175,negative
4176,neutral
4177,negative
4178,neutral
4179,neutral
4180,negative
4181,neutral
4182,neutral
4183,neutral
4184,neutral
4185,negative
4186,negative
4187,neutral
4188,neutral
4189,neutral
4190,negative
4191,neutral
4192,neutral
4193,neutral
4194,neutral
4195,neutral
4196,positive
4197,neutral
4198,neutral
4199,neutral
4200,negative
4201,neutral
4202,neutral
4203,neutral
4204,neutral
4205,negative
4206,neutral
4207,neutral
4208,neutral
4209,neutral
4210,neutral
4211,neutral
4212,negative
4213,negative
4214,neutral
4215,negative
4216,negative
4217,positive
4218,neutral
4219,negative
4220,neutral
4221,neutral
4222,neutral
4223,neutral
4224,neutral
4225,neutral
4226,negative
4227,neutral
4228,neutral
4229,neutral
4230,neutral
4231,neutral
4232,neutral
4233,negative
4234,neutral
4235,neutral
4236,neutral
4237,neutral
4238,neutral
4239,neutral
4240,neutral
4241,neutral
4242,neutral
4243,neutral
4244,neutral
4245,neutral
4246,neutral
4247,neutral
4248,neutral
4249,neutral
4250,neutral
4251,neutral
4252,neutral
4253,neutral
4254,neutral
4255,neutral
4256,neutral
4257,neutral
4258,neutral
4259,neutral
4260,neutral
4261,neutral
4262,neutral
4263,negative
4264,neutral
4265,neutral
4266,neutral
4267,neutral
4268,neutral
4269,negative
4270,neutral
4271,neutral
4272,negative
4273,positive
4274,neutral
4275,neutral
4276,neutral
4277,neutral
4278,neutral
4279,neutral
4280,neutral
4281,neutral
4282,neutral
4283,negative
4284,neutral
4285,neutral
4286,negative
4287,positive
4288,neutral
4289,neutral
4290,neutral
4291,neutral
4292,neutral
4293,positive
4294,neutral
4295,neutral
4296,neutral
4297,neutral
4298,neutral
4299,negative
4300,neutral
4301,neutral
4302,neutral
4303,negative
4304,neutral
4305,negative
4306,neutral
4307,neutral
4308,neutral
4309,neutral
4310,neutral
4311,neutral
4312,neutral
4313,negative
4314,neutral
4315,negative
4316,neutral
4317,negative
4318,neutral
4319,neutral
4320,neutral
4321,negative
4322,neutral
4323,neutral
4324,neutral
4325,neutral
4326,neutral
4327,negative
4328,negative
